,Step_size,Iteration,Conditional guide,Guide Mode,Path,guide_scale,guide_scale_base,accurancy,count_att,count_diff
214,50,1,False,,1,0,0.0,84.88,1158.0,354.0
215,60,1,False,,1,0,0.0,85.58,1019.0,423.0
216,70,1,False,,1,0,0.0,84.86,1007.0,507.0
217,80,1,False,,1,0,0.0,84.59,976.0,565.0
218,90,1,False,,1,0,0.0,84.42,887.0,671.0
219,100,1,False,,1,0,0.0,83.52,908.0,740.0
220,110,1,False,,1,0,0.0,82.59,931.0,810.0
221,200,1,False,,1,0,0.0,73.68,1014.0,1618.0
222,10,1,True,CONSTANT,1,50,0.0,2.54,9743.0,3.0
223,20,1,True,CONSTANT,1,50,0.0,56.37,4307.0,56.0
224,30,1,True,CONSTANT,1,50,0.0,77.92,2011.0,197.0
225,40,1,True,CONSTANT,1,50,0.0,83.52,1402.0,246.0
226,50,1,True,CONSTANT,1,50,0.0,85.66,1102.0,332.0
227,60,1,True,CONSTANT,1,50,0.0,86.31,936.0,433.0
228,70,1,True,CONSTANT,1,50,0.0,86.77,861.0,462.0
229,80,1,True,CONSTANT,1,50,0.0,86.53,808.0,539.0
230,90,1,True,CONSTANT,1,50,0.0,85.29,825.0,646.0
231,100,1,True,CONSTANT,1,50,0.0,85.42,783.0,675.0
232,110,1,True,CONSTANT,1,50,0.0,84.18,828.0,754.0
233,120,1,True,CONSTANT,1,50,0.0,83.53,799.0,848.0
234,130,1,True,CONSTANT,1,50,0.0,82.67,797.0,936.0
235,140,1,True,CONSTANT,1,50,0.0,82.0,833.0,967.0
236,150,1,True,CONSTANT,1,50,0.0,81.19,825.0,1056.0
237,160,1,True,CONSTANT,1,50,0.0,80.18,799.0,1183.0
238,170,1,True,CONSTANT,1,50,0.0,79.45,884.0,1171.0
239,180,1,True,CONSTANT,1,50,0.0,78.77,859.0,1264.0
240,190,1,True,CONSTANT,1,50,0.0,77.19,878.0,1403.0
241,200,1,True,CONSTANT,1,50,0.0,75.93,918.0,1489.0
242,50,1,False,,1,0,0.0,85.14,1127.0,359.0
243,10,2,False,,1,0,0.0,29.1,7056.0,34.0
244,12,2,False,,1,0,0.0,46.29,5246.0,71.0
245,14,2,False,,1,0,0.0,58.9,3960.0,67.0
246,16,2,False,,1,0,0.0,68.6,3031.0,109.0
247,18,2,False,,1,0,0.0,73.92,2443.0,139.0
248,20,2,False,,1,0,0.0,78.01,2034.0,165.0
249,22,2,False,,1,0,0.0,80.54,1368.0,169.0
250,24,2,False,,1,0,0.0,82.25,1540.0,217.0
251,26,2,False,,1,0,0.0,82.65,1450.0,250.0
252,28,2,False,,1,0,0.0,84.34,1274.0,292.0
253,30,2,False,,1,0,0.0,84.95,1198.0,307.0
254,32,2,False,,1,0,0.0,85.11,1151.0,338.0
255,34,2,False,,1,0,0.0,85.81,1066.0,339.0
256,36,2,False,,1,0,0.0,85.37,1094.0,369.0
257,38,2,False,,1,0,0.0,86.0,1025.0,375.0
258,40,2,False,,1,0,0.0,86.22,977.0,387.0
259,42,2,False,,1,0,0.0,85.51,768.0,362.0
260,44,2,False,,1,0,0.0,86.21,950.0,415.0
261,46,2,False,,1,0,0.0,86.1,912.0,450.0
262,48,2,False,,1,0,0.0,86.02,902.0,468.0
263,50,2,False,,1,0,0.0,85.99,890.0,483.0
264,52,2,False,,1,0,0.0,85.86,892.0,494.0
265,54,2,False,,1,0,0.0,85.7,883.0,547.0
266,56,2,False,,1,0,0.0,85.52,897.0,551.0
267,58,2,False,,1,0,0.0,85.56,881.0,563.0
268,60,2,False,,1,0,0.0,85.14,906.0,565.0
269,62,2,False,,1,0,0.0,85.01,882.0,602.0
270,64,2,False,,1,0,0.0,85.2,709.0,505.0
271,66,2,False,,1,0,0.0,84.31,671.0,490.0
272,68,2,False,,1,0,0.0,84.42,866.0,661.0
273,10,3,False,,1,0,0.0,50.22,4500.0,80.0
274,12,3,False,,1,0,0.0,63.02,3577.0,121.0
275,14,3,False,,1,0,0.0,71.46,2660.0,165.0
276,16,3,False,,1,0,0.0,76.77,2080.0,197.0
277,18,3,False,,1,0,0.0,80.09,1739.0,232.0
278,20,3,False,,1,0,0.0,82.25,1507.0,250.0
279,22,3,False,,1,0,0.0,83.6,1185.0,242.0
280,24,3,False,,1,0,0.0,85.01,1191.0,278.0
281,26,3,False,,1,0,0.0,85.14,1161.0,325.0
282,28,3,False,,1,0,0.0,85.78,925.0,312.0
283,30,3,False,,1,0,0.0,85.91,1043.0,366.0
284,32,3,False,,1,0,0.0,85.73,1027.0,386.0
285,34,3,False,,1,0,0.0,86.29,921.0,423.0
286,36,3,False,,1,0,0.0,86.44,786.0,394.0
287,38,3,False,,1,0,0.0,85.97,930.0,445.0
288,40,3,False,,1,0,0.0,86.12,907.0,481.0
289,42,3,False,,1,0,0.0,85.74,925.0,501.0
290,44,3,False,,1,0,0.0,85.68,914.0,518.0
291,46,3,False,,1,0,0.0,85.83,847.0,556.0
292,48,3,False,,1,0,0.0,85.74,893.0,519.0
293,50,3,False,,1,0,0.0,85.63,863.0,545.0
294,52,3,False,,1,0,0.0,85.58,833.0,595.0
295,54,3,False,,1,0,0.0,85.13,844.0,643.0
296,56,3,False,,1,0,0.0,84.61,822.0,640.0
297,58,3,False,,1,0,0.0,84.12,892.0,696.0
298,60,3,False,,1,0,0.0,84.37,837.0,710.0
299,62,3,False,,1,0,0.0,84.09,873.0,718.0
300,64,3,False,,1,0,0.0,83.77,843.0,731.0
301,66,3,False,,1,0,0.0,83.62,863.0,742.0
302,68,3,False,,1,0,0.0,82.98,885.0,800.0
303,66,2,False,,1,0,0.0,84.48,852.0,684.0
304,64,2,False,,1,0,0.0,84.86,863.0,621.0
305,42,2,False,,1,0,0.0,85.64,983.0,439.0
306,22,2,False,,1,0,0.0,80.23,1748.0,209.0
307,36,3,False,,1,0,0.0,86.43,891.0,452.0
308,28,3,False,,1,0,0.0,85.81,1063.0,356.0
309,5,1,False,,1,0,0.0,0.01,9999.0,0.0
310,20,11,False,,1,0,0.0,84.11,1058.0,531.0
311,20,12,False,,1,0,0.0,84.31,1038.0,531.0
312,20,13,False,,1,0,0.0,84.16,1005.0,579.0
313,20,14,False,,1,0,0.0,83.54,1023.0,623.0
314,20,15,False,,1,0,0.0,83.44,1031.0,625.0
315,20,16,False,,1,0,0.0,83.35,1038.0,627.0
316,20,17,False,,1,0,0.0,83.21,1043.0,636.0
317,20,18,False,,1,0,0.0,82.46,1066.0,688.0
318,20,19,False,,1,0,0.0,82.86,1021.0,693.0
319,20,20,False,,1,0,0.0,82.49,1040.0,711.0
320,30,11,False,,1,0,0.0,84.59,911.0,630.0
321,30,12,False,,1,0,0.0,83.86,911.0,703.0
322,30,13,False,,1,0,0.0,84.02,916.0,682.0
323,30,14,False,,1,0,0.0,83.48,899.0,753.0
324,30,15,False,,1,0,0.0,83.09,950.0,741.0
325,30,16,False,,1,0,0.0,83.15,917.0,768.0
326,30,17,False,,1,0,0.0,82.8,906.0,814.0
327,30,18,False,,1,0,0.0,82.64,945.0,791.0
328,30,19,False,,1,0,0.0,82.52,923.0,825.0
329,30,20,False,,1,0,0.0,82.2,954.0,826.0
330,20,1,False,,1,0,0.0,56.99,4238.0,63.0
331,20,2,False,,1,0,0.0,78.01,2015.0,184.0
332,20,3,False,,1,0,0.0,82.47,1538.0,215.0
333,20,4,False,,1,0,0.0,83.66,1333.0,301.0
334,20,5,False,,1,0,0.0,84.55,1174.0,371.0
335,20,6,False,,1,0,0.0,84.87,1138.0,375.0
336,20,7,False,,1,0,0.0,84.78,1099.0,423.0
337,20,8,False,,1,0,0.0,84.82,1077.0,441.0
338,20,9,False,,1,0,0.0,85.13,1037.0,450.0
339,20,10,False,,1,0,0.0,84.22,1065.0,513.0
340,30,1,False,,1,0,0.0,78.2,2025.0,155.0
341,30,2,False,,1,0,0.0,84.6,1199.0,341.0
342,30,3,False,,1,0,0.0,85.7,1050.0,380.0
343,30,4,False,,1,0,0.0,86.21,951.0,428.0
344,30,5,False,,1,0,0.0,85.59,983.0,458.0
345,30,6,False,,1,0,0.0,85.67,893.0,540.0
346,30,7,False,,1,0,0.0,85.01,923.0,576.0
347,30,8,False,,1,0,0.0,84.63,968.0,569.0
348,30,9,False,,1,0,0.0,84.58,928.0,614.0
349,30,10,False,,1,0,0.0,84.45,920.0,635.0
350,10,1,True,CONSTANT,1,100,0.0,2.26,9774.0,0.0
351,20,1,True,CONSTANT,1,100,0.0,55.19,4413.0,68.0
352,30,1,True,CONSTANT,1,100,0.0,77.78,2038.0,184.0
353,40,1,True,CONSTANT,1,100,0.0,83.76,1385.0,239.0
354,50,1,True,CONSTANT,1,100,0.0,85.76,1085.0,339.0
355,60,1,True,CONSTANT,1,100,0.0,86.9,928.0,382.0
356,70,1,True,CONSTANT,1,100,0.0,86.79,859.0,462.0
357,80,1,True,CONSTANT,1,100,0.0,86.51,812.0,537.0
358,90,1,True,CONSTANT,1,100,0.0,86.1,819.0,571.0
359,100,1,True,CONSTANT,1,100,0.0,85.92,782.0,626.0
360,110,1,True,CONSTANT,1,100,0.0,85.69,765.0,666.0
361,120,1,True,CONSTANT,1,100,0.0,84.84,758.0,758.0
362,130,1,True,CONSTANT,1,100,0.0,83.67,775.0,858.0
363,140,1,True,CONSTANT,1,100,0.0,82.88,822.0,890.0
364,150,1,True,CONSTANT,1,100,0.0,82.19,816.0,965.0
365,160,1,True,CONSTANT,1,100,0.0,81.57,805.0,1038.0
366,170,1,True,CONSTANT,1,100,0.0,80.84,830.0,1086.0
367,180,1,True,CONSTANT,1,100,0.0,80.23,839.0,1138.0
368,190,1,True,CONSTANT,1,100,0.0,79.19,839.0,1242.0
369,200,1,True,CONSTANT,1,100,0.0,78.55,881.0,1264.0
370,210,1,True,CONSTANT,1,100,0.0,77.49,867.0,1384.0
371,220,1,True,CONSTANT,1,100,0.0,76.4,892.0,1468.0
372,230,1,True,CONSTANT,1,100,0.0,76.02,916.0,1482.0
373,240,1,True,CONSTANT,1,100,0.0,75.44,895.0,1561.0
374,250,1,True,CONSTANT,1,100,0.0,74.49,963.0,1588.0
375,260,1,True,CONSTANT,1,100,0.0,73.32,1002.0,1666.0
376,270,1,True,CONSTANT,1,100,0.0,72.76,996.0,1728.0
377,280,1,True,CONSTANT,1,100,0.0,71.54,1010.0,1836.0
378,290,1,True,CONSTANT,1,100,0.0,70.53,1017.0,1930.0
379,50,1,False,0,1,0,0.0,85.19,1126.0,355.0
380,50,2,False,0,1,0,0.0,85.95,901.0,504.0
381,50,3,False,0,1,0,0.0,85.62,883.0,555.0
382,50,4,False,0,1,0,0.0,84.76,854.0,670.0
383,50,5,False,0,1,0,0.0,84.38,844.0,718.0
384,50,6,False,0,1,0,0.0,83.6,876.0,764.0
385,50,7,False,0,1,0,0.0,83.46,873.0,781.0
386,50,8,False,0,1,0,0.0,82.6,885.0,855.0
387,50,9,False,0,1,0,0.0,82.32,877.0,891.0
388,50,10,False,0,1,0,0.0,81.36,911.0,953.0
389,50,11,False,0,1,0,0.0,81.95,874.0,931.0
390,50,12,False,0,1,0,0.0,81.16,895.0,989.0
391,50,13,False,0,1,0,0.0,81.39,904.0,957.0
392,50,14,False,0,1,0,0.0,80.21,911.0,1068.0
393,50,15,False,0,1,0,0.0,80.5,904.0,1046.0
394,50,16,False,0,1,0,0.0,80.38,879.0,1083.0
395,50,17,False,0,1,0,0.0,79.69,904.0,1127.0
396,50,18,False,0,1,0,0.0,79.57,906.0,1137.0
397,10,1,True,CONSTANT,1,75,0.0,2.42,9755.0,3.0
398,20,1,True,CONSTANT,1,75,0.0,55.76,4369.0,55.0
399,30,1,True,CONSTANT,1,75,0.0,77.84,2020.0,196.0
400,40,1,True,CONSTANT,1,75,0.0,83.65,1391.0,244.0
401,50,1,True,CONSTANT,1,75,0.0,85.69,1105.0,326.0
402,60,1,True,CONSTANT,1,75,0.0,86.6,918.0,422.0
403,70,1,True,CONSTANT,1,75,0.0,86.95,846.0,459.0
404,80,1,True,CONSTANT,1,75,0.0,86.98,782.0,520.0
405,90,1,True,CONSTANT,1,75,0.0,85.74,806.0,620.0
406,100,1,True,CONSTANT,1,75,0.0,85.8,774.0,646.0
407,110,1,True,CONSTANT,1,75,0.0,84.79,808.0,713.0
408,120,1,True,CONSTANT,1,75,0.0,84.15,767.0,818.0
409,130,1,True,CONSTANT,1,75,0.0,83.38,757.0,905.0
410,140,1,True,CONSTANT,1,75,0.0,82.55,817.0,928.0
411,150,1,True,CONSTANT,1,75,0.0,81.66,807.0,1027.0
412,160,1,True,CONSTANT,1,75,0.0,80.92,791.0,1117.0
413,170,1,True,CONSTANT,1,75,0.0,80.03,867.0,1130.0
414,180,1,True,CONSTANT,1,75,0.0,79.41,861.0,1198.0
415,190,1,True,CONSTANT,1,75,0.0,78.2,852.0,1328.0
416,200,1,True,CONSTANT,1,75,0.0,76.89,887.0,1424.0
417,210,1,True,CONSTANT,1,75,0.0,76.06,917.0,1477.0
418,220,1,True,CONSTANT,1,75,0.0,75.2,904.0,1576.0
419,230,1,True,CONSTANT,1,75,0.0,74.7,918.0,1612.0
420,240,1,True,CONSTANT,1,75,0.0,73.4,921.0,1739.0
421,250,1,True,CONSTANT,1,75,0.0,72.92,969.0,1739.0
422,260,1,True,CONSTANT,1,75,0.0,71.41,981.0,1878.0
423,270,1,True,CONSTANT,1,75,0.0,70.51,1017.0,1932.0
424,280,1,True,CONSTANT,1,75,0.0,69.03,1073.0,2024.0
425,290,1,True,CONSTANT,1,75,0.0,67.96,1050.0,2154.0
426,300,1,True,CONSTANT,1,75,0.0,68.0,1099.0,2101.0
427,50,19,False,0,1,0,0.0,79.39,907.0,1154.0
428,50,20,False,0,1,0,0.0,78.89,912.0,1199.0
429,1,300,False,0,1,0,0.0,73.12,1575.0,1113.0
430,2,150,False,0,1,0,0.0,72.45,1749.0,1006.0
431,3,100,False,0,1,0,0.0,72.25,1781.0,994.0
432,4,75,False,0,1,0,0.0,71.95,1822.0,983.0
433,6,50,False,0,1,0,0.0,72.71,1774.0,955.0
434,7,42,False,0,1,0,0.0,74.26,1680.0,894.0
435,8,37,False,0,1,0,0.0,75.28,1642.0,830.0
436,9,33,False,0,1,0,0.0,75.21,1614.0,865.0
437,10,30,False,0,1,0,0.0,76.83,1501.0,816.0
438,11,27,False,0,1,0,0.0,78.43,1421.0,736.0
439,12,25,False,0,1,0,0.0,78.69,1369.0,762.0
440,13,23,False,0,1,0,0.0,79.84,1332.0,684.0
441,14,21,False,0,1,0,0.0,80.95,1227.0,678.0
442,15,20,False,0,1,0,0.0,81.25,1212.0,663.0
443,16,18,False,0,1,0,0.0,81.98,1214.0,588.0
444,17,17,False,0,1,0,0.0,82.3,1177.0,593.0
445,18,16,False,0,1,0,0.0,83.21,1088.0,591.0
446,20,15,False,0,1,0,0.0,83.49,1023.0,628.0
447,21,14,False,0,1,0,0.0,83.92,1042.0,566.0
448,23,13,False,0,1,0,0.0,84.32,981.0,587.0
449,25,12,False,0,1,0,0.0,84.13,997.0,590.0
450,27,11,False,0,1,0,0.0,84.25,955.0,620.0
451,30,10,False,0,1,0,0.0,84.73,922.0,605.0
452,33,9,False,0,1,0,0.0,84.64,908.0,628.0
453,37,8,False,0,1,0,0.0,84.73,888.0,639.0
454,42,7,False,0,1,0,0.0,84.24,897.0,679.0
455,50,6,False,0,1,0,0.0,83.5,879.0,771.0
456,60,5,False,0,1,0,0.0,83.0,872.0,828.0
457,75,4,False,0,1,0,0.0,82.22,829.0,949.0
458,100,3,False,0,1,0,0.0,79.83,879.0,1138.0
459,150,2,False,0,1,0,0.0,75.08,1015.0,1477.0
460,300,1,False,0,1,0,0.0,61.43,1185.0,2672.0
461,14,14,False,0,1,0,0.0,81.61,1331.0,508.0
462,15,13,False,0,1,0,0.0,82.8,1200.0,520.0
463,16,12,False,0,1,0,0.0,83.16,1200.0,484.0
464,18,11,False,0,1,0,0.0,83.87,1128.0,485.0
465,20,10,False,0,1,0,0.0,84.49,1055.0,496.0
466,22,9,False,0,1,0,0.0,84.66,1036.0,498.0
467,25,8,False,0,1,0,0.0,85.04,997.0,499.0
468,28,7,False,0,1,0,0.0,85.21,987.0,492.0
469,33,6,False,0,1,0,0.0,85.27,932.0,541.0
470,40,5,False,0,1,0,0.0,85.06,899.0,595.0
471,50,4,False,0,1,0,0.0,84.76,854.0,670.0
472,66,3,False,0,1,0,0.0,83.62,882.0,756.0
473,100,2,False,0,1,0,0.0,81.25,933.0,942.0
474,200,1,False,0,1,0,0.0,73.71,1010.0,1619.0
475,1,200,False,0,1,0,0.0,71.52,2127.0,721.0
476,2,100,False,0,1,0,0.0,70.63,2227.0,710.0
477,3,66,False,0,1,0,0.0,70.66,2195.0,739.0
478,4,50,False,0,1,0,0.0,71.13,2161.0,726.0
479,5,40,False,0,1,0,0.0,71.87,2104.0,709.0
480,6,33,False,0,1,0,0.0,73.02,2004.0,694.0
481,7,28,False,0,1,0,0.0,74.6,1889.0,651.0
482,8,25,False,0,1,0,0.0,76.25,1739.0,636.0
483,9,22,False,0,1,0,0.0,77.06,1679.0,615.0
484,10,20,False,0,1,0,0.0,77.87,1584.0,629.0
485,11,18,False,0,1,0,0.0,79.41,1471.0,588.0
486,12,16,False,0,1,0,0.0,79.95,1454.0,551.0
487,13,15,False,0,1,0,0.0,81.25,1357.0,518.0
488,1,150,False,0,1,0,0.0,68.18,2676.0,506.0
489,2,75,False,0,1,0,0.0,68.02,2659.0,539.0
490,3,50,False,0,1,0,0.0,68.31,2570.0,599.0
491,4,37,False,0,1,0,0.0,70.2,2414.0,566.0
492,5,30,False,0,1,0,0.0,71.15,2318.0,567.0
493,6,25,False,0,1,0,0.0,72.75,2154.0,571.0
494,7,21,False,0,1,0,0.0,73.98,2054.0,548.0
495,8,18,False,0,1,0,0.0,75.34,1945.0,521.0
496,9,16,False,0,1,0,0.0,76.72,1831.0,497.0
497,10,15,False,0,1,0,0.0,77.92,1738.0,470.0
498,11,13,False,0,1,0,0.0,79.5,1606.0,444.0
499,12,12,False,0,1,0,0.0,80.4,1527.0,433.0
500,13,11,False,0,1,0,0.0,80.81,1506.0,413.0
501,15,10,False,0,1,0,0.0,82.45,1307.0,448.0
502,16,9,False,0,1,0,0.0,83.11,1262.0,427.0
503,18,8,False,0,1,0,0.0,83.87,1196.0,417.0
504,21,7,False,0,1,0,0.0,84.89,1062.0,449.0
505,25,6,False,0,1,0,0.0,85.28,1001.0,471.0
506,30,5,False,0,1,0,0.0,85.62,980.0,458.0
507,37,4,False,0,1,0,0.0,86.1,879.0,511.0
508,50,3,False,0,1,0,0.0,85.48,902.0,550.0
509,75,2,False,0,1,0,0.0,84.19,852.0,729.0
510,150,1,False,0,1,0,0.0,79.04,949.0,1147.0
511,1,250,False,0,1,0,0.0,73.84,1740.0,876.0
512,2,125,False,0,1,0,0.0,71.97,1888.0,915.0
513,3,83,False,0,1,0,0.0,71.48,1972.0,880.0
514,4,62,False,0,1,0,0.0,71.44,2010.0,846.0
515,5,50,False,0,1,0,0.0,72.51,1871.0,878.0
516,6,41,False,0,1,0,0.0,73.21,1849.0,830.0
517,7,35,False,0,1,0,0.0,74.59,1761.0,780.0
518,8,31,False,0,1,0,0.0,75.24,1748.0,728.0
519,9,27,False,0,1,0,0.0,77.04,1572.0,724.0
520,10,25,False,0,1,0,0.0,77.57,1546.0,697.0
521,11,22,False,0,1,0,0.0,78.81,1439.0,680.0
522,12,20,False,0,1,0,0.0,79.8,1385.0,635.0
523,13,19,False,0,1,0,0.0,80.23,1328.0,649.0
524,14,17,False,0,1,0,0.0,81.39,1257.0,604.0
525,15,16,False,0,1,0,0.0,81.79,1220.0,601.0
526,16,15,False,0,1,0,0.0,82.78,1161.0,561.0
527,17,14,False,0,1,0,0.0,83.08,1142.0,550.0
528,19,13,False,0,1,0,0.0,83.9,1057.0,553.0
529,20,12,False,0,1,0,0.0,84.26,1045.0,529.0
530,22,11,False,0,1,0,0.0,84.71,980.0,549.0
531,25,10,False,0,1,0,0.0,84.5,971.0,579.0
532,27,9,False,0,1,0,0.0,85.14,914.0,572.0
533,31,8,False,0,1,0,0.0,84.92,887.0,621.0
534,35,7,False,0,1,0,0.0,85.06,878.0,616.0
535,41,6,False,0,1,0,0.0,84.86,860.0,654.0
536,50,5,False,0,1,0,0.0,84.02,868.0,730.0
537,62,4,False,0,1,0,0.0,83.57,868.0,775.0
538,83,3,False,0,1,0,0.0,81.97,855.0,948.0
539,125,2,False,0,1,0,0.0,78.79,907.0,1214.0
540,250,1,False,0,1,0,0.0,68.22,1095.0,2083.0
541,50,2,True,CONSTANT,1,50,0.0,72.48,2403.0,349.0
542,50,1,False,0,1,per=16,0.0,78.9,1548.0,562.0
543,50,2,False,0,1,0,0.0,86.06,386.0,1008.0
544,30,1,False,0,1,0,0.0,87.45,542.0,713.0
545,20,1,False,0,1,0,0.0,56.91,4246.0,63.0
546,20,2,False,0,1,0,0.0,77.69,2048.0,183.0
547,20,3,False,0,1,0,0.0,82.54,1531.0,215.0
548,20,4,False,0,1,0,0.0,83.64,1338.0,298.0
549,20,5,False,0,1,0,0.0,84.45,1182.0,373.0
550,20,6,False,0,1,0,0.0,84.89,1137.0,374.0
551,20,7,False,0,1,0,0.0,84.79,1096.0,425.0
552,20,8,False,0,1,0,0.0,84.77,1075.0,448.0
553,20,9,False,0,1,0,0.0,85.14,1034.0,452.0
554,22,1,False,0,1,0,0.0,64.18,3497.0,85.0
555,22,2,False,0,1,0,0.0,80.13,1776.0,211.0
556,22,3,False,0,1,0,0.0,83.47,1355.0,298.0
557,22,4,False,0,1,0,0.0,84.9,1205.0,305.0
558,22,5,False,0,1,0,0.0,84.83,1157.0,360.0
559,22,6,False,0,1,0,0.0,85.38,1079.0,383.0
560,22,7,False,0,1,0,0.0,84.77,1077.0,446.0
561,22,8,False,0,1,0,0.0,85.09,1009.0,482.0
562,22,9,False,0,1,0,0.0,85.15,994.0,491.0
563,24,1,False,0,1,0,0.0,69.51,2955.0,94.0
564,24,2,False,0,1,0,0.0,82.43,1533.0,224.0
565,24,3,False,0,1,0,0.0,84.01,1294.0,305.0
566,24,4,False,0,1,0,0.0,85.26,1130.0,344.0
567,24,5,False,0,1,0,0.0,85.62,1040.0,398.0
568,24,6,False,0,1,0,0.0,85.44,1005.0,451.0
569,24,7,False,0,1,0,0.0,85.44,981.0,475.0
570,24,8,False,0,1,0,0.0,85.05,987.0,508.0
571,24,9,False,0,1,0,0.0,84.9,957.0,553.0
572,26,1,False,0,1,0,0.0,73.43,2539.0,118.0
573,26,2,False,0,1,0,0.0,83.18,1411.0,271.0
574,26,3,False,0,1,0,0.0,84.68,1187.0,345.0
575,26,4,False,0,1,0,0.0,85.49,1050.0,401.0
576,26,5,False,0,1,0,0.0,86.1,982.0,408.0
577,26,6,False,0,1,0,0.0,85.31,1001.0,468.0
578,26,7,False,0,1,0,0.0,85.55,938.0,507.0
579,26,8,False,0,1,0,0.0,85.31,968.0,501.0
580,26,9,False,0,1,0,0.0,85.23,920.0,557.0
581,28,1,False,0,1,0,0.0,75.86,2246.0,168.0
582,28,2,False,0,1,0,0.0,83.96,1323.0,281.0
583,28,3,False,0,1,0,0.0,85.58,1092.0,350.0
584,28,4,False,0,1,0,0.0,85.56,1061.0,383.0
585,28,5,False,0,1,0,0.0,85.87,975.0,438.0
586,28,6,False,0,1,0,0.0,85.66,947.0,487.0
587,28,7,False,0,1,0,0.0,85.23,938.0,539.0
588,28,8,False,0,1,0,0.0,85.11,932.0,557.0
589,28,9,False,0,1,0,0.0,85.04,907.0,589.0
590,30,1,False,0,1,0,0.0,78.04,2018.0,178.0
591,30,2,False,0,1,0,0.0,84.74,1184.0,342.0
592,30,3,False,0,1,0,0.0,85.69,1052.0,379.0
593,30,4,False,0,1,0,0.0,86.09,948.0,443.0
594,30,5,False,0,1,0,0.0,85.58,981.0,461.0
595,30,6,False,0,1,0,0.0,85.58,906.0,536.0
596,30,7,False,0,1,0,0.0,84.96,921.0,583.0
597,30,8,False,0,1,0,0.0,84.54,977.0,569.0
598,30,9,False,0,1,0,0.0,84.58,927.0,615.0
599,32,1,False,0,1,0,0.0,79.5,1862.0,188.0
600,32,2,False,0,1,0,0.0,85.37,1166.0,297.0
601,32,3,False,0,1,0,0.0,85.57,1054.0,389.0
602,32,4,False,0,1,0,0.0,85.78,968.0,454.0
603,32,5,False,0,1,0,0.0,85.9,939.0,471.0
604,32,6,False,0,1,0,0.0,85.71,907.0,522.0
605,32,7,False,0,1,0,0.0,85.1,908.0,582.0
606,32,8,False,0,1,0,0.0,85.1,892.0,598.0
607,32,9,False,0,1,0,0.0,84.63,908.0,629.0
608,34,1,False,0,1,0,0.0,81.22,1664.0,214.0
609,34,2,False,0,1,0,0.0,85.71,1097.0,332.0
610,34,3,False,0,1,0,0.0,86.07,963.0,430.0
611,34,4,False,0,1,0,0.0,85.88,932.0,480.0
612,34,5,False,0,1,0,0.0,86.13,879.0,508.0
613,34,6,False,0,1,0,0.0,85.17,896.0,587.0
614,34,7,False,0,1,0,0.0,85.1,863.0,627.0
615,34,8,False,0,1,0,0.0,84.99,841.0,660.0
616,36,1,False,0,1,0,0.0,82.0,1559.0,241.0
617,36,2,False,0,1,0,0.0,85.83,1072.0,345.0
618,36,3,False,0,1,0,0.0,86.26,947.0,427.0
619,36,4,False,0,1,0,0.0,86.2,897.0,483.0
620,36,5,False,0,1,0,0.0,85.25,891.0,584.0
621,36,6,False,0,1,0,0.0,85.37,893.0,570.0
622,36,7,False,0,1,0,0.0,84.83,894.0,623.0
623,36,8,False,0,1,0,0.0,84.42,877.0,681.0
624,38,1,False,0,1,0,0.0,82.72,1494.0,234.0
625,38,2,False,0,1,0,0.0,85.91,1038.0,371.0
626,38,3,False,0,1,0,0.0,85.81,977.0,442.0
627,38,4,False,0,1,0,0.0,85.58,924.0,518.0
628,38,5,False,0,1,0,0.0,85.55,877.0,568.0
629,38,6,False,0,1,0,0.0,84.8,888.0,632.0
630,38,7,False,0,1,0,0.0,84.88,861.0,651.0
631,40,1,False,0,1,0,0.0,83.44,1386.0,270.0
632,40,2,False,0,1,0,0.0,86.26,994.0,380.0
633,100,1,True,VAR,1,10,0.0,83.72,894.0,734.0
634,100,1,True,VAR,1,20,0.0,83.71,895.0,734.0
635,100,1,True,VAR,1,30,0.0,83.66,897.0,737.0
636,100,1,True,VAR,1,40,0.0,83.68,896.0,736.0
637,100,1,True,VAR,1,50,0.0,83.78,889.0,733.0
638,100,1,True,VAR,1,60,0.0,83.79,888.0,733.0
639,100,1,True,VAR,1,70,0.0,83.66,895.0,739.0
640,100,1,True,VAR,1,80,0.0,83.7,894.0,736.0
641,100,1,True,VAR,1,90,0.0,83.71,894.0,735.0
642,100,1,True,VAR,1,100,0.0,83.68,894.0,738.0
643,100,1,True,VAR,1,110,0.0,83.77,891.0,732.0
644,100,1,True,VAR,1,120,0.0,83.8,888.0,732.0
645,100,1,True,VAR,1,130,0.0,83.67,896.0,737.0
646,100,1,True,VAR,1,140,0.0,83.81,886.0,733.0
647,100,1,True,VAR,1,150,0.0,83.69,894.0,737.0
648,100,1,True,VAR,1,200,0.0,83.67,897.0,736.0
649,100,1,True,VAR,1,300,0.0,83.73,892.0,735.0
650,100,1,True,VAR,1,400,0.0,83.78,889.0,733.0
651,100,1,True,VAR,1,500,0.0,83.72,892.0,736.0
652,100,1,True,VAR,1,600,0.0,83.68,892.0,740.0
653,100,1,True,VAR,1,700,0.0,83.74,888.0,738.0
654,100,1,True,VAR,1,800,0.0,83.77,889.0,734.0
655,100,1,True,VAR,1,900,0.0,83.74,891.0,735.0
656,100,1,True,VAR,1,200000,0.0,86.77,719.0,604.0
657,100,1,True,VAR,1,300000,0.0,87.24,725.0,551.0
